318680,4499928
318676,4499924
318678,4499926
318681,4499929
318679,4499927
318675,4499923
318677,4499925
318673,4499921
318674,4499922
318682,4499930
318689,4499937
318685,4499933
318690,4499938
318686,4499934
318684,4499932
318683,4499931
318688,4499936
318687,4499935
318699,4499947
318696,4499944
318697,4499945
318698,4499946
318692,4499940
318693,4499941
318695,4499943
318691,4499939
318694,4499942
318704,4499948
318707,4499951
318705,4499949
318703,4499956
318708,4499952
318700,4499953
318702,4499955
318706,4499950
318701,4499954
318715,4499963
318716,4499964
318713,4499961
318712,4499960
318711,4499959
318714,4499962
318709,4499957
318717,4499965
318710,4499958
318723,4499971
318721,4499969
318725,4499973
318720,4499968
318726,4499974
318724,4499972
318719,4499967
318718,4499966
318722,4499970
318730,4499978
318734,4499982
318732,4499980
318729,4499977
318727,4499975
318731,4499979
318735,4499983
318733,4499981
318728,4499976
318742,4499990
318736,4499984
318739,4499987
318743,4499991
318738,4499986
318741,4499989
318737,4499985
318744,4499992
318740,4499988
318747,4499995
318751,4499999
318748,4499996
318745,4499993
318752,4500000
318750,4499998
318746,4499994
318749,4499997
318753,4500001
318756,4500009
318754,4500007
318472,4500004
318473,4500005
318471,4500003
318470,4500002
318755,4500008
318474,4500006
318757,4500010
318476,4500012
318481,4500017
318482,4500018
318475,4500011
318478,4500014
318477,4500013
318479,4500015
318483,4500019
318480,4500016
318484,4500020
318485,4500021
318490,4500026
318488,4500024
318486,4500022
318489,4500025
318492,4500028
318491,4500027
318487,4500023
318498,4500034
318495,4500031
318499,4500035
318497,4500033
318501,4500037
318500,4500036
318494,4500030
318493,4500029
318496,4500032
318506,4500069
318510,4500073
318508,4500071
318504,4500067
318503,4500066
318505,4500068
318507,4500070
318509,4500072
318502,4500065
318513,4500040
318512,4500039
318511,4500038
318517,4500044
318518,4500045
318519,4500046
318515,4500042
318514,4500041
318516,4500043
318523,4500050
318522,4500049
318524,4500051
318520,4500047
318528,4500055
318521,4500048
318527,4500054
318525,4500052
318526,4500053
318531,4500063
318535,4500058
318530,4500062
318532,4500064
318536,4500059
318534,4500057
318537,4500060
318533,4500056
318529,4500061
318541,4500077
318545,4500081
318542,4500078
318540,4500076
318539,4500075
318543,4500079
318538,4500074
318546,4500082
318544,4500080
318549,4500085
318548,4500084
318552,4500088
318555,4500091
318550,4500086
318551,4500087
318554,4500090
318553,4500089
318547,4500083
318563,4500099
318557,4500093
318558,4500094
318561,4500097
318560,4500096
318564,4500100
318559,4500095
318562,4500098
318556,4500092
318566,4500102
318568,4500104
318573,4500109
318572,4500108
318565,4500101
318571,4500107
318569,4500105
318567,4500103
318570,4500106
318581,4500117
318578,4500114
318576,4500112
318580,4500116
318582,4500118
318579,4500115
318575,4500111
318574,4500110
318577,4500113
318589,4500125
318583,4500119
318585,4500121
318586,4500122
318591,4500127
318587,4500123
318588,4500124
318590,4500126
318584,4500120
318594,4500130
318597,4500133
318599,4500135
318595,4500131
318593,4500129
318596,4500132
318598,4500134
318592,4500128
318600,4500136
318604,4500176
318608,4500180
318601,4500173
318602,4500174
318609,4500181
318606,4500178
318607,4500179
318605,4500177
318603,4500175
318618,4500145
318613,4500140
318617,4500144
318610,4500137
318611,4500138
318615,4500142
318614,4500141
318612,4500139
318616,4500143
318627,4500154
318625,4500152
318624,4500151
318626,4500153
318621,4500148
318623,4500150
318620,4500147
318622,4500149
318619,4500146
318630,4500157
318628,4500155
318631,4500158
318635,4500162
318633,4500160
318634,4500161
318636,4500163
318632,4500159
318629,4500156
318637,4500164
318645,4500172
318643,4500170
318644,4500171
318639,4500166
318642,4500169
318638,4500165
318641,4500168
318640,4500167
318652,4500188
318654,4500190
318648,4500184
318650,4500186
318646,4500182
318651,4500187
318649,4500185
318653,4500189
318647,4500183
318663,4500199
318660,4500196
318656,4500192
318661,4500197
318655,4500191
318657,4500193
318662,4500198
318658,4500194
318659,4500195
318669,4500205
318664,4500200
318672,4500208
318668,4500204
318666,4500202
318665,4500201
318671,4500207
318667,4500203
318670,4500206
318762,4500213
318764,4500215
318766,4500217
318758,4500209
318763,4500214
318765,4500216
318760,4500211
318759,4500210
318761,4500212
318770,4500221
318768,4500219
318771,4500222
318774,4500225
318775,4500226
318767,4500218
318772,4500223
318769,4500220
318773,4500224
